timestamp_utc,base_currency,INR,EUR,GBP,JPY,CAD,AUD
2025-11-01T08:34:12.995551+00:00,USD,88.7758,0.8661,0.7609,154.1073,1.4008,1.5281
2025-11-01T08:35:12.738196+00:00,USD,88.7758,0.8661,0.7609,154.1073,1.4008,1.5281
2025-11-01T08:36:13.367211+00:00,USD,88.7758,0.8661,0.7609,154.1073,1.4008,1.5281
2025-11-01T08:37:14.191323+00:00,USD,88.7758,0.8661,0.7609,154.1073,1.4008,1.5281
2025-11-01T08:38:14.787125+00:00,USD,88.7758,0.8661,0.7609,154.1073,1.4008,1.5281
2025-11-01T08:39:15.980711+00:00,USD,88.7758,0.8661,0.7609,154.1073,1.4008,1.5281
